abilities,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,attack,base_egg_steps,base_happiness,base_total,capture_rate,classfication,defense,experience_growth,height_m,hp,japanese_name,name,percentage_male,pokedex_number,sp_attack,sp_defense,speed,type1,type2,weight_kg,generation,is_legendary
258,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,80,5120,70,330,2,296,50,1000000,0.6,60,282,693,50.0,216,50,50,40,13,1,8.8,2,0
110,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,130,5120,70,500,29,236,75,1000000,1.8,90,633,736,50.0,217,75,75,55,13,1,125.8,2,0
214,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,40,5120,70,250,14,285,40,1000000,0.7,40,432,635,50.0,218,70,40,20,7,1,35.0,2,0
214,0.5,1.0,1.0,1.0,0.5,2.0,0.25,0.5,1.0,1.0,4.0,0.5,0.5,0.5,1.0,2.0,1.0,4.0,50,5120,70,430,32,285,120,1000000,0.8,60,429,398,50.0,219,90,80,30,7,17,55.0,2,0
240,1.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,50,5120,70,250,18,370,40,1250000,0.4,50,733,680,50.0,220,30,30,50,12,12,6.5,2,0
240,1.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,100,5120,70,450,32,506,80,1250000,1.1,100,301,515,50.0,221,60,60,50,12,12,55.8,2,0
121,1.0,1.0,1.0,2.0,1.0,2.0,0.25,0.5,1.0,4.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,55,5120,70,410,29,114,95,800000,0.6,65,687,123,24.6,222,65,95,35,18,17,5.0,2,0
123,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,65,5120,70,300,14,265,35,1000000,0.6,35,702,558,50.0,223,65,35,65,18,1,12.0,2,0
399,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,105,5120,70,480,32,265,75,1000000,0.9,75,558,478,50.0,224,105,75,45,18,1,28.5,2,0
464,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,55,5120,70,330,26,133,45,800000,0.9,45,120,151,50.0,225,65,45,75,12,9,16.0,2,0
429,0.5,1.0,1.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,40,6400,70,485,20,275,70,1250000,2.1,85,443,413,50.0,226,80,140,70,18,9,220.0,2,0
192,0.25,1.0,0.5,2.0,0.5,1.0,2.0,0.5,1.0,0.25,0.0,1.0,0.5,0.0,0.5,1.0,0.5,1.0,80,6400,70,465,20,11,140,1250000,1.7,65,11,622,50.0,227,40,70,70,17,9,50.5,2,0
76,1.0,0.5,1.0,1.0,1.0,2.0,0.5,1.0,0.5,0.5,2.0,0.5,1.0,1.0,0.0,2.0,0.5,2.0,60,5120,35,330,2,127,30,1250000,0.6,45,121,312,50.0,228,80,50,65,2,8,10.8,2,0
76,1.0,0.5,1.0,1.0,1.0,2.0,0.5,1.0,0.5,0.5,2.0,0.5,1.0,1.0,0.0,2.0,0.5,2.0,90,5120,35,600,26,127,90,1250000,1.4,75,275,311,50.0,229,140,90,115,2,8,35.0,2,0
427,1.0,1.0,2.0,1.0,2.0,1.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.25,95,5120,70,540,26,148,95,1000000,1.8,75,361,339,50.0,230,95,95,85,18,4,152.0,2,0
259,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,60,5120,70,330,2,305,60,1000000,0.5,90,242,503,50.0,231,40,40,40,11,1,33.5,2,0
394,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,120,5120,70,500,29,12,120,1000000,1.1,90,149,165,50.0,232,60,60,50,11,1,120.0,2,0
457,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,80,5120,70,515,26,557,90,1000000,0.6,85,604,529,50.0,233,105,95,60,13,1,32.5,2,0
160,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,95,5120,70,465,26,41,62,1250000,1.4,73,553,657,50.0,234,85,65,85,13,1,71.2,2,0
254,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,20,5120,70,250,26,362,35,800000,1.2,55,134,637,50.0,235,20,45,75,13,1,58.0,2,0
114,0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,35,6400,70,210,32,436,35,1000000,0.7,35,40,731,100.0,236,35,35,35,6,1,21.0,2,0
169,0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,95,6400,70,455,26,226,95,1000000,1.4,50,339,303,100.0,237,35,110,70,6,1,48.0,2,0
237,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,0.5,2.0,2.0,1.0,30,6400,70,305,26,274,15,1000000,0.4,45,497,638,0.0,238,85,65,65,12,16,6.0,2,0
375,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,63,6400,70,360,26,160,37,1000000,0.6,45,169,196,75.4,239,65,55,95,4,1,23.5,2,0
87,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,75,6400,70,365,26,298,37,1000000,0.7,45,69,397,75.4,240,70,55,83,7,1,21.4,2,0
447,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,80,5120,70,490,26,330,105,1250000,1.2,95,474,439,0.0,241,40,70,100,13,1,75.5,2,0
231,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10,10240,140,540,23,227,10,800000,1.5,255,263,58,0.0,242,75,135,55,13,1,46.8,2,0
277,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,85,20480,35,580,22,520,75,1250000,1.9,90,618,546,50.0,243,115,100,115,4,1,178.0,2,1
277,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,115,20480,35,580,22,558,85,1250000,2.1,115,179,201,50.0,244,90,75,100,7,1,198.0,2,1
277,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,75,20480,35,580,22,19,115,1250000,2.0,100,685,670,50.0,245,90,115,85,18,1,187.0,2,1
111,1.0,1.0,1.0,0.0,1.0,2.0,0.5,0.5,1.0,4.0,2.0,2.0,0.5,0.25,1.0,0.5,2.0,4.0,64,10240,35,300,26,413,50,1250000,0.6,50,776,362,50.0,246,45,50,41,16,12,72.0,2,0
341,1.0,1.0,1.0,0.0,1.0,2.0,0.5,0.5,1.0,4.0,2.0,2.0,0.5,0.25,1.0,0.5,2.0,4.0,84,10240,35,410,26,229,70,1250000,1.2,70,648,536,50.0,247,65,70,51,16,12,152.0,2,0
323,2.0,0.5,1.0,1.0,2.0,4.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,0.5,0.0,1.0,2.0,2.0,164,10240,35,700,26,12,150,1250000,2.0,100,43,729,50.0,248,95,120,71,16,3,202.0,2,0
278,1.0,2.0,1.0,2.0,1.0,0.25,1.0,1.0,2.0,0.5,0.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,90,30720,0,680,22,144,130,1250000,5.2,106,423,385,50.0,249,90,154,110,15,9,216.0,2,1
280,0.25,1.0,1.0,2.0,0.5,0.5,0.5,1.0,1.0,0.25,0.0,1.0,1.0,1.0,1.0,4.0,0.5,2.0,130,30720,0,680,22,401,90,1250000,3.8,106,298,304,50.0,250,110,154,90,7,9,199.0,2,1
233,4.0,2.0,1.0,0.5,1.0,0.5,2.0,2.0,2.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,0.5,100,30720,100,600,26,523,100,1059860,0.6,100,81,89,50.0,251,100,100,100,15,11,5.0,2,1
249,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,45,5120,70,310,26,581,35,1059860,0.5,40,360,717,88.1,252,65,55,70,10,1,5.0,3,0
249,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,65,5120,70,405,26,581,45,1059860,0.9,50,318,278,88.1,253,85,65,95,10,1,21.6,3,0
249,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,110,5120,70,630,26,196,75,1059860,1.7,70,315,585,88.1,254,145,85,145,10,1,52.2,3,0
23,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,60,5120,70,310,26,92,40,1059860,0.4,45,5,706,88.1,255,70,50,45,7,1,2.5,3,0
23,0.25,0.5,1.0,1.0,1.0,1.0,0.5,2.0,1.0,0.5,2.0,0.5,1.0,1.0,2.0,1.0,0.5,2.0,85,5120,70,405,26,587,60,1059860,0.9,60,749,119,88.1,256,85,60,55,7,7,19.5,3,0
23,0.25,0.5,1.0,1.0,1.0,1.0,0.5,2.0,1.0,0.5,2.0,0.5,1.0,1.0,2.0,1.0,0.5,2.0,160,5120,70,630,26,52,80,1059860,1.9,80,74,57,88.1,257,130,80,100,7,7,52.0,3,0
448,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,70,5120,70,310,26,342,50,1059860,0.4,50,485,453,88.1,258,50,50,40,18,1,7.6,3,0
448,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,85,5120,70,405,26,342,70,1059860,0.7,70,534,420,88.1,259,60,70,50,18,12,28.0,3,0
448,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,150,5120,70,635,26,342,110,1059860,1.5,100,401,677,88.1,260,95,110,70,18,12,81.9,3,0
319,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,55,3840,70,220,21,46,35,1000000,0.5,35,598,525,50.0,261,30,30,35,2,1,13.6,3,0
163,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,90,3840,70,420,4,46,70,1000000,1.0,70,251,437,50.0,262,60,60,70,2,1,37.0,3,0
257,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,30,3840,70,240,21,529,41,1000000,0.4,38,311,796,50.0,263,30,41,60,13,1,17.5,3,0
257,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,70,3840,70,420,34,421,61,1000000,0.5,78,452,375,50.0,264,50,61,100,13,1,32.5,3,0
348,1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,45,3840,70,195,21,585,35,1000000,0.3,45,352,782,50.0,265,20,30,20,1,1,3.6,3,0
341,1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,35,3840,70,205,2,104,55,1000000,0.6,50,346,617,50.0,266,25,25,15,1,1,10.0,3,0
407,0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,70,3840,70,395,26,76,50,1000000,1.0,60,6,44,50.0,267,100,50,65,1,9,28.4,3,0
341,1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,35,3840,70,205,2,104,55,1000000,0.7,50,454,86,50.0,268,25,25,15,1,1,11.5,3,0
347,0.5,1.0,1.0,1.0,0.5,0.25,2.0,2.0,1.0,0.25,1.0,1.0,1.0,0.5,2.0,2.0,1.0,1.0,50,3840,70,385,26,382,70,1000000,1.2,60,146,186,50.0,269,50,90,65,1,15,31.6,3,0
422,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,0.25,30,3840,70,220,21,563,30,1059860,0.5,40,269,381,50.0,270,40,50,30,18,11,2.6,3,0
422,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,0.25,50,3840,70,340,2,267,50,1059860,1.2,60,270,379,50.0,271,60,70,50,18,11,32.5,3,0
422,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,0.25,70,3840,70,480,26,80,70,1059860,1.5,80,642,384,50.0,272,90,100,70,18,11,55.0,3,0
27,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,40,3840,70,220,21,2,50,1059860,0.5,40,696,594,50.0,273,30,30,30,10,1,4.0,3,0
27,4.0,0.5,1.0,0.5,2.0,2.0,2.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.0,1.0,1.0,0.5,70,3840,70,340,2,575,40,1059860,1.0,70,383,477,50.0,274,60,40,60,10,3,28.0,3,0
27,4.0,0.5,1.0,0.5,2.0,2.0,2.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.0,1.0,1.0,0.5,100,3840,70,480,26,569,60,1059860,1.3,90,133,610,50.0,275,90,60,80,10,3,59.6,3,0
112,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,55,3840,70,270,15,532,30,1059860,0.3,40,683,684,50.0,276,30,30,85,13,9,2.3,3,0
112,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,85,3840,70,455,26,505,60,1059860,0.7,60,556,679,50.0,277,75,50,125,13,9,19.8,3,0
179,0.5,1.0,1.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,30,5120,70,270,14,447,30,1000000,0.6,40,78,776,50.0,278,55,30,85,18,9,9.5,3,0
178,0.5,1.0,1.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,50,5120,70,440,26,559,100,1000000,1.2,60,582,500,50.0,279,95,70,65,18,9,28.0,3,0
436,1.0,1.0,0.0,1.0,1.0,0.25,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,1.0,25,5120,35,198,19,176,25,1250000,0.4,28,620,547,50.0,280,45,35,40,15,6,6.6,3,0
436,1.0,1.0,0.0,1.0,1.0,0.25,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,1.0,35,5120,35,278,2,165,35,1250000,0.8,38,368,341,50.0,281,65,55,50,15,6,20.2,3,0
436,1.0,1.0,0.0,1.0,1.0,0.25,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,1.0,85,5120,35,618,26,164,65,1250000,1.6,68,670,241,50.0,282,165,135,100,15,6,48.4,3,0
423,1.0,1.0,1.0,2.0,1.0,0.5,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,2.0,0.5,0.5,30,3840,70,269,15,385,32,1000000,0.5,40,20,673,50.0,283,50,52,65,1,19,1.7,3,0
170,0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,60,3840,70,454,32,171,62,1000000,0.8,70,19,421,50.0,284,100,82,80,1,9,3.6,3,0
79,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,40,3840,70,295,21,345,60,1640000,0.4,60,363,613,50.0,285,40,60,35,10,1,4.5,3,0
80,1.0,0.5,1.0,0.5,2.0,1.0,2.0,4.0,1.0,0.5,0.5,2.0,1.0,2.0,2.0,0.5,1.0,0.5,130,3840,70,460,34,345,80,1640000,1.2,60,364,66,50.0,286,60,60,70,10,7,39.2,3,0
458,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,60,3840,70,280,21,465,60,1250000,0.8,60,509,630,50.0,287,35,35,30,13,1,24.0,3,0
466,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,80,3840,70,440,2,572,80,1250000,1.4,80,773,750,50.0,288,55,55,90,13,1,46.5,3,0
458,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,160,3840,70,670,26,286,100,1250000,2.0,150,350,629,50.0,289,95,65,100,13,1,130.5,3,0
49,1.0,1.0,1.0,0.0,1.0,0.5,2.0,2.0,1.0,1.0,0.5,2.0,1.0,0.5,1.0,1.0,1.0,2.0,45,3840,70,266,21,536,90,600000,0.5,31,724,469,50.0,290,30,30,40,1,12,5.5,3,0
365,0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,90,3840,70,456,2,352,45,600000,0.8,61,701,471,50.0,291,50,50,160,1,9,12.0,3,0
481,0.5,2.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,0.5,0.5,1.0,0.0,0.5,1.0,2.0,1.0,1.0,90,3840,70,236,26,454,45,600000,0.8,1,533,604,50.0,292,30,30,40,1,10,1.2,3,0
361,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,51,5120,70,240,14,567,23,1059860,0.6,64,244,773,50.0,293,51,23,28,13,1,16.3,3,0
362,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,71,5120,70,360,2,43,43,1059860,1.0,84,140,382,50.0,294,71,43,48,13,1,40.5,3,0
362,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,91,5120,70,490,26,309,63,1059860,1.5,104,38,208,50.0,295,91,73,68,13,1,84.0,3,0
441,0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,60,5120,70,237,13,224,30,1640000,1.0,72,436,406,75.4,296,20,30,25,6,1,86.4,3,0
441,0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,120,5120,70,474,15,10,60,1640000,2.3,144,266,289,75.4,297,40,60,50,6,1,253.8,3,0
442,0.5,0.5,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,20,2560,70,190,9,384,40,800000,0.2,50,643,34,24.6,298,20,40,20,13,6,2.0,3,0
389,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,45,5120,70,375,21,110,135,1000000,1.0,30,530,475,50.0,299,45,90,30,16,1,97.0,3,0
61,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,45,3840,70,260,21,276,45,800000,0.6,50,176,625,24.6,300,35,35,50,13,1,11.0,3,0
61,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,65,3840,70,400,29,390,65,800000,1.1,70,177,150,24.6,301,55,55,90,13,1,32.6,3,0
191,1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,1.0,1.0,1.0,85,6400,35,480,26,128,125,1059860,0.5,50,767,573,50.0,302,85,115,20,2,10,11.0,3,0
129,0.25,0.5,0.0,1.0,0.5,1.0,2.0,0.5,1.0,0.5,2.0,0.5,0.5,0.0,0.5,0.5,1.0,1.0,105,5120,70,480,26,130,125,800000,0.6,50,389,422,50.0,303,55,95,50,17,6,11.5,3,0
391,0.5,1.0,0.5,1.0,0.5,4.0,1.0,0.25,1.0,1.0,4.0,0.5,0.25,0.0,0.5,0.5,1.0,2.0,70,8960,35,330,13,257,100,1250000,0.4,50,101,26,50.0,304,40,40,30,17,17,60.0,3,0
391,0.5,1.0,0.5,1.0,0.5,4.0,1.0,0.25,1.0,1.0,4.0,0.5,0.25,0.0,0.5,0.5,1.0,2.0,90,8960,35,430,34,257,140,1250000,0.9,60,371,356,50.0,305,50,50,40,17,17,120.0,3,0
391,0.5,1.0,0.5,1.0,0.5,4.0,1.0,0.25,1.0,1.0,4.0,0.5,0.25,0.0,0.5,0.5,1.0,2.0,140,8960,35,630,26,257,230,1250000,2.1,70,67,7,50.0,306,60,80,50,17,17,360.0,3,0
291,1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,40,5120,70,280,13,322,55,1000000,0.6,30,29,424,50.0,307,40,55,60,6,16,11.2,3,0
291,1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,100,5120,70,510,34,322,85,1000000,1.3,60,84,423,50.0,308,80,85,100,6,16,31.5,3,0
369,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,45,5120,70,295,2,293,40,1250000,0.6,40,619,194,50.0,309,65,40,65,4,1,15.2,3,0
369,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,75,5120,70,575,26,141,80,1250000,1.5,70,415,411,50.0,310,135,80,135,4,1,40.2,3,0
262,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,50,5120,70,405,15,90,40,1000000,0.4,60,608,519,50.0,311,85,75,95,4,1,4.2,3,0
220,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,40,5120,70,405,15,90,50,1000000,0.4,60,482,444,50.0,312,75,85,95,4,1,4.2,3,0
141,1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,73,3840,70,430,9,181,75,600000,0.7,65,47,755,100.0,313,47,85,85,1,1,17.7,3,0
241,1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,47,3840,70,430,9,181,75,1640000,0.6,65,300,317,0.0,314,73,85,85,1,1,17.7,3,0
228,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.25,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5,60,5120,70,400,9,518,45,1059860,0.3,50,636,568,50.0,315,100,80,65,10,15,2.0,3,0
212,0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,43,5120,70,302,18,496,53,1640000,0.4,70,236,282,50.0,316,43,53,40,14,1,10.3,3,0
212,0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,73,5120,70,467,32,379,83,1640000,1.7,100,449,676,50.0,317,73,83,55,14,1,80.0,3,0
309,2.0,0.5,1.0,2.0,2.0,2.0,0.5,1.0,0.5,2.0,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.5,90,5120,35,305,18,425,20,1250000,0.8,45,358,85,50.0,318,65,20,65,18,3,20.8,3,0
309,2.0,0.5,1.0,2.0,2.0,2.0,0.5,1.0,0.5,2.0,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.5,140,5120,35,560,29,68,70,1250000,1.8,70,647,602,50.0,319,110,65,105,18,3,88.8,3,0
478,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,70,10240,70,400,3,26,35,1640000,2.0,130,293,761,50.0,320,70,35,60,18,1,130.0,3,0
478,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,90,10240,70,500,29,189,45,1640000,14.5,170,757,762,50.0,321,90,45,60,18,1,398.0,3,0
239,0.5,1.0,1.0,0.0,0.5,1.0,0.5,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,0.5,4.0,60,5120,70,305,21,353,40,1000000,0.7,60,151,476,50.0,322,65,45,35,7,12,24.0,3,0
215,0.5,1.0,1.0,0.0,0.5,1.0,0.5,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,0.5,4.0,120,5120,70,560,9,169,100,1000000,1.9,70,39,81,50.0,323,145,105,20,7,12,220.0,3,0
